xi,xj,LLM_model
The flower bloomed,"The flower bloomed from a massive orange cloud over the city, followed by a blue glow from a large cloud in the distance.

The small flower fell away from the star, a bright blue glow filling through the night sky.

A",GPT-2
The flower bloomed,"The flower bloomed, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew, the leaves grew,",OPT
In the corridor,"In the corridor outside of your room, there’s a security guard with a walkie-talkie. He’s waiting for his next signal. You’re just going to push through him? Not if you want to see",GPT-Neo
In the corridor,"In the corridor between two towers, the front entrance to the new facility is visible. Here, a large light bulb stands on the front fence in front of a small building. In the distance an older man and his daughter sit staring at the television screen",GPT-2
In the corridor,"In the corridor of the new building, there is a small room with a small table and chairs.  It's a place to sit and relax.  It's not a place to study.  It's a place to relax.  It",OPT
She stood up,"She stood up and stepped to the door. She looked over the railing and watched the rain, trying to tell herself that she had been wrong, that things hadn't gone wrong and that the reason why things were so good was because of the weather and",GPT-Neo
She stood up,"She stood up, but no one was there.

""Why?"" A white man standing in the corridor yelled. He began to walk up, through the corridor, to an open door. The door opened and a man, with a dark,",GPT-2
She stood up,"She stood up for herself and she's a fucking hero.
I think she's a hero for standing up to a man who was clearly trying to rape her.
I think she's a hero for standing up to a man who was clearly",OPT
The baby laughed,"The baby laughed at me. “Let’s cut it in half.”

“No!” I said. “I’m going to put it in a box.”

The kid",GPT-Neo
The baby laughed,"The baby laughed and smiled.

But for those in the audience, they had little to say. Their comments were drowned out by the chorus, and the crowd simply applauded.

""If we had just said the word 'child,' we",GPT-2
The baby laughed,"The baby laughed at the end.
I think it was more of a ""I'm not going to let you get away with this"" laugh.",OPT
With a shrug,"With a shrug and a shrug, she said, ""He always had me pegged for a redhead.""

""I wish you could have seen him,"" I said, ""the way he looked when he had you under the table to eat with",GPT-Neo
With a shrug,"With a shrug, you'll find that most of the time, you should be fine. Don't do anything if the other members of this group are not here to see you.

That said, there are ways that you can avoid being singled",GPT-2
With a shrug,"With a shrug, he said, ""I don't know. I'm not a scientist.""

""I'm not a scientist either,"" I said. ""I'm a writer.""

""I'm a writer too,"" he said",OPT
The bell rang,"The bell rang. As I emerged from the back of the courtroom, I saw the red-robed judge, his head shaved neatly, his face smooth as a mask. He gave me a nod, then smiled as he approached, and I did",GPT-Neo
The bell rang,"The bell rang twice, ""Hurry!""

The woman looked confused for what seemed like an eternity, but then felt some sensation, even worse than when she looked at him.

He sighed and took off. There was still some time",GPT-2
The bell rang,"The bell rang and the students filed into the auditorium.
The teacher stood at the front of the room, his back to the students.
He was a tall man, with a thinning beard and a thinning mustache.
He",OPT
As they smiled,"As they smiled and talked, she got up and slipped from her chair. She was in the aisle before she saw him.

""What?""

""You know you're welcome,"" he said. ""Now, if you'll excuse me",GPT-Neo
As they smiled,"As they smiled at the boy, they were now in a strange place.

The boy had taken a piece from the door; the paper he was holding. The boy had asked where the paper came from; the boy was trying to figure it",GPT-2
As they smiled,"As they smiled and laughed, the two men were arrested and charged with the murder of a man who was found dead in a car in the middle of the night in the city of Wuhan, China.

The two men, identified",OPT
The kite danced,"The kite danced in the wind,
        From the red to the black,
        And the wind came down
        To our house on the strand",GPT-Neo
The kite danced,"The kite danced its way back into his saddle and I pulled in. ""So?"" I said. ""And how was this long ago?"" a voice asked. I heard the rider speak. There it was. It was all there, the rider",GPT-2
The kite danced,"The kite danced in the wind.
The kite danced in the wind.
The kite danced in the wind.
The kite danced in the wind.
The kite danced in the wind.
The kite danced",OPT
"Slowly, she turned","Slowly, she turned her head and looked toward the far end of the room.

""You know, he has no memory of his actions so far. It's just as if he had never met you or seen you before in his life",GPT-Neo
"Slowly, she turned","Slowly, she turned and asked, ""So if you want to talk, would you like to please go to the bathroom at home this morning?""

This was a common request from some clients who found themselves in trouble with their boyfriends.",GPT-2
"Slowly, she turned","Slowly, she turned her head to look at him.
""I'm sorry, I didn't mean to scare you.""
""I'm not scared, I just don't want to be alone.""
""I'm not alone,",OPT
The curtain parted,The curtain parted and we saw the world of politics under new light. The most powerful man on Earth had just announced his candidacy for President and everyone was talking about it. We could see that the most powerful man on Earth was going to be the one,GPT-Neo
The curtain parted,"The curtain parted. ""The curtains parted today.""

""The curtains parted,"" said Rose, in an almost frantic voice.

A couple of inches of white rose in her hand, and Ruby's fingers curled in a kind of hug,",GPT-2
