xi,xj,LLM_model
With a chisel,"With a chisel and a hammer.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm being serious.  I've seen a lot of people say that they",OPT
The stone revealed,"The stone revealed, it's almost as if the wall had been waiting all this time for something like this to happen."" ""How did you find out about the tunnel?"" ""I heard them talking about it at the office."" ""And I was like",GPT-Neo
The stone revealed,"The stone revealed a sign that someone was preparing for it, with a small print of the name and address stamped on it. The sign hung in the air near the entrance to the church and a small plaque on its wall read ""The Church of the",GPT-2
The stone revealed,"The stone revealed that the stone was a lie.
The stone was a lie.",OPT
As they created,"As they created their new world, modernists didn’t just want to create a new order of things; they wanted to remake the world.

The movement’s leaders, like Benjamin Franklin, were inspired by Rousseau and other",GPT-Neo
As they created,"As they created the video, she spoke of her love of children, and the idea of a more diverse, more inclusive audience.

In an online photo essay, one of Dine on the Internet, she said her son would be playing in",GPT-2
As they created,"As they created the new system, they should have made it so that you can only get the rewards once per account.
I think they should have made it so that you can only get the rewards once per account.",OPT
The art emerged,"The art emerged in the early 1800's of applying the principles and techniques of thermodynamics to various engineering fields such as refrigerating, air conditioning, manufacturing, and energy production. In the mid century, as the science of thermodynamics became more broadly accepted",GPT-Neo
The art emerged,"The art emerged after an 18 year-old boy was killed in two separate terror attacks that led to his death in a car park in Turkey where he belonged to.

On June 29 one of the attackers stabbed and killed an innocent bystander,",GPT-2
The art emerged,"The art emerged from the work of the late artist and sculptor, who was born in the city of Krakow in Poland in 1894. He was a member of the Polish Socialist Party and a member of the Communist Party of Poland.",OPT
"Carefully, he measured","Carefully, he measured my eyes. ""You are very far from home, aren't you?""

He meant it. This was true, and I knew it.

I leaned into his hand, giving my lips a quick kiss.",GPT-Neo
"Carefully, he measured","Carefully, he measured off a few feet of her head, pointing to her face with his right eyebrow.

He grinned, reaching up to pry from her. ""I'm a little surprised that you've ever seen a little girl like",GPT-2
"Carefully, he measured","Carefully, he measured the distance between the two points.
I'm not sure if you're being sarcastic or not, but I'm pretty sure that's not how it works.
I'm not being sarcastic.",OPT
The ingredients combined,"The ingredients combined create a light, fresh flavor you can feel in your mouth and in your entire body.

Cherry and pear are a delicious combination and combine wonderfully with the earthy, fresh flavors of lavender, sage, and mint.",GPT-Neo
The ingredients combined,"The ingredients combined to form a perfect storm. We then use a combination of the chemical with water vapor to break down the protein, add salt to a little oil, and make a lemon with two cups of water.

Our ""bunch of",GPT-2
The ingredients combined,"The ingredients combined to make this are so delicious.
I know right? I love the combination of the sweet and salty.",OPT
In the kitchen,"In the kitchen of a small house in the hills outside Los Angeles, a group of men and women—two men, six women, two children—are preparing lunch. There is the smell of fried meat, a savory aroma that is the best",GPT-Neo
In the kitchen,"In the kitchen, you can see a pair of shoes we built. (Photo by Michael Lecka)

On the stove and the bed, you can see it a few times a month. I made one of these one day at the",GPT-2
In the kitchen,"In the kitchen, I'm a chef.  In the bedroom, I'm a dominatrix.  In the living room, I'm a dominatrix.  In the bedroom, I'm a dominatrix.  In the",OPT
She stirred the,"She stirred the mixture as well as she could, but he still moved his hand from side to side, trying to see how far apart the two holes were, how thick they were, and if there was any kind of a seal at all on the",GPT-Neo
